Course_Code,Course_Title,finalPoints2021,EOS_2020,EOS_2019,Institution
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,350.0,309.0,"National University Of Ireland, Galway"
GY121,Arts (Children's Studies),,356.0,356.0,"National University Of Ireland, Galway"
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,361.0,308.0,"National University Of Ireland, Galway"
GY123,Applied Social Sciences,419.0,358.0,357.0,"National University Of Ireland, Galway"
GY124,Arts (Arts with Data Science),,454.0,434.0,"National University Of Ireland, Galway"
GY125,Arts (Digital Arts and Technology),403.0,328.0,324.0,"National University Of Ireland, Galway"
GY126,Arts (English and Media Studies),,391.0,418.0,"National University Of Ireland, Galway"
GY127,Arts (Film and Digital Media),421.0,401.0,387.0,"National University Of Ireland, Galway"
GY128,Arts (Global Languages),346.0,352.0,370.0,"National University Of Ireland, Galway"
GY129,Arts (Global Experienc,465.0,420.0,408.0,"National University Of Ireland, Galway"
GY130,Arts (Music),462.0,408.0,400.0,"National University Of Ireland, Galway"
GY131,Arts (History and Globalisation Studies),,360.0,340.0,"National University Of Ireland, Galway"
GY132,"Government (Politics, Economics and Law)",451.0,407.0,402.0,"National University Of Ireland, Galway"
GY133,Education (Computer Science and Mathematical  Studies),454.0,422.0,401.0,"National University Of Ireland, Galway"
GY134,Geography and Geosystems,425.0,410.0,,"National University Of Ireland, Galway"
GY135,Arts (Global Media),442.0,,,"National University Of Ireland, Galway"
GY136,Na DÃ¡na (LÃ©ann Teanga - options),526.0,,,"National University Of Ireland, Galway"
GY201,Commerce,476.0,433.0,420.0,"National University Of Ireland, Galway"
GY202,Commerce (International) with French,520.0,484.0,484.0,"National University Of Ireland, Galway"
GY203,Commerce (International) with German,518.0,489.0,489.0,"National University Of Ireland, Galway"
GY204,Commerce (International) with Spanish,506.0,495.0,484.0,"National University Of Ireland, Galway"
GY206,Business Information Systems (Work Placement & Optional Int`l Study),509.0,465.0,431.0,"National University Of Ireland, Galway"
GY207,Commerce (Accounting) including optional Global Ex,543.0,509.0,486.0,"National University Of Ireland, Galway"
GY208,Commerce (Gaeilg,508.0,473.0,473.0,"National University Of Ireland, Galway"
GY209,Commerce (Global Experienc,551.0,530.0,509.0,"National University Of Ireland, Galway"
GY250,Law and Business,510.0,487.0,436.0,"National University Of Ireland, Galway"
GY251,Law (BCL),542.0,499.0,473.0,"National University Of Ireland, Galway"
GY252,Law & Human Rights,565.0,520.0,510.0,"National University Of Ireland, Galway"
GY253,Law and Taxation,506.0,509.0,,"National University Of Ireland, Galway"
GY254,Law (BCL)  Criminology and Criminal Justice,548.0,530.0,,"National University Of Ireland, Galway"
GY261,Business Studies in International Hotel Management,503.0,497.0,,"National University Of Ireland, Galway"
GY262,Commerce in International Hotel Management (interv,709.0,681.0,,"National University Of Ireland, Galway"
GY301,Science,488.0,432.0,400.0,"National University Of Ireland, Galway"
GY303,Biomedical Science,613.0,556.0,533.0,"National University Of Ireland, Galway"
GY304,Biotechnology,495.0,465.0,473.0,"National University Of Ireland, Galway"
GY308,Environmental Science,430.0,408.0,413.0,"National University Of Ireland, Galway"
GY309,Financial Mathematics and Economics,509.0,487.0,454.0,"National University Of Ireland, Galway"
GY310,Marine Science,467.0,419.0,409.0,"National University Of Ireland, Galway"
GY313,Environmental Health and Safety,412.0,412.0,402.0,"National University Of Ireland, Galway"
GY314,Earth and Ocean Sciences,422.0,403.0,402.0,"National University Of Ireland, Galway"
GY318,Biopharmaceutical Chemistry,555.0,509.0,510.0,"National University Of Ireland, Galway"
GY319,Mathematical Science,543.0,476.0,456.0,"National University Of Ireland, Galway"
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,402.0,401.0,"National University Of Ireland, Galway"
GY321,Genetics and Genomics,532.0,508.0,,"National University Of Ireland, Galway"
GY322,Agricultural Sciences,485.0,,,"National University Of Ireland, Galway"
GY350,Computer Science and Information Technology,495.0,403.0,425.0,"National University Of Ireland, Galway"
GY401,Engineering (Undenominated),520.0,465.0,444.0,"National University Of Ireland, Galway"
GY402,Civil Engineering,521.0,455.0,509.0,"National University Of Ireland, Galway"
GY405,Mechanical Engineering,541.0,454.0,443.0,"National University Of Ireland, Galway"
GY406,Electronic and Computer Engineering,555.0,510.0,509.0,"National University Of Ireland, Galway"
GY408,Biomedical Engineering,554.0,509.0,519.0,"National University Of Ireland, Galway"
GY410,Project and Construction Management,431.0,403.0,434.0,"National University Of Ireland, Galway"
GY413,Energy Systems Engineering,509.0,502.0,532.0,"National University Of Ireland, Galway"
GY414,Electrical and Electronic Engineering,433.0,405.0,454.0,"National University Of Ireland, Galway"
GY501,"Medicine (five year/six year course, HPAT required)",737.0,728.0,,"National University Of Ireland, Galway"
GY502,Occupational Therapy,601.0,555.0,532.0,"National University Of Ireland, Galway"
GY503,Speech and Language Therapy,578.0,543.0,529.0,"National University Of Ireland, Galway"
GY504,Podiatric Medicine,526.0,443.0,434.0,"National University Of Ireland, Galway"
GY515,General Nursing (Galway and Portiuncula),496.0,473.0,442.0,"National University Of Ireland, Galway"
GY516,Mental Health Nursing,441.0,440.0,388.0,"National University Of Ireland, Galway"
GY517,Midwifery,509.0,495.0,429.0,"National University Of Ireland, Galway"
ID001,Accounting and Finance,,203.0,229.0,"ICD Business School, Dublin"
ID002,Business Studies,,294.0,285.0,"ICD Business School, Dublin"
ID003,Business Studies with Chinese,,,,"ICD Business School, Dublin"
LC110,"Art and Design (Common Entry, portfolio)",794.0,740.0,,Limerick Institute of Technology
LC114,Fashion and Textiles for Product and Costume (portfolio),914.0,880.0,,Limerick Institute of Technology
LC115,Art and Design Teacher Education (portfolio),993.0,942.0,,Limerick Institute of Technology
LC220,Digital Marketing,263.0,262.0,254.0,Limerick Institute of Technology
LC223,Law and Taxation,331.0,307.0,308.0,Limerick Institute of Technology
LC224,Accounting and Finance,300.0,300.0,299.0,Limerick Institute of Technology
LC225,Marketing and Management,298.0,298.0,298.0,Limerick Institute of Technology
LC226,Enterprise and Innovation,255.0,234.0,216.0,Limerick Institute of Technology
LC233,Software Development,280.0,272.0,300.0,Limerick Institute of Technology
LC234,Immersive Digital Media and Spatial Computing,226.0,225.0,219.0,Limerick Institute of Technology
LC236,Internet Systems Development,260.0,260.0,298.0,Limerick Institute of Technology
LC239,Computer Networks and Systems Management,317.0,309.0,335.0,Limerick Institute of Technology
LC241,Construction Management,326.0,255.0,276.0,Limerick Institute of Technology
LC242,Property Valuation and Management,308.0,282.0,292.0,Limerick Institute of Technology
LC243,Quantity Surveying,278.0,298.0,281.0,Limerick Institute of Technology
LC248,Built Environment (Common Entry),300.0,288.0,307.0,Limerick Institute of Technology
LC252,Civil Engineering Management,264.0,270.0,281.0,Limerick Institute of Technology
LC263,Clinical Technology,391.0,294.0,282.0,Limerick Institute of Technology
LC265,Forensic and Pharmaceutical Sciences,498.0,413.0,335.0,Limerick Institute of Technology
LC266,Drug and Medicinal Product Analysis,252.0,262.0,236.0,Limerick Institute of Technology
LC275,Electrical Engineering,347.0,298.0,288.0,Limerick Institute of Technology
LC288,Mechanical Engineering,369.0,346.0,307.0,Limerick Institute of Technology
LC289,Precision Engineering,261.0,291.0,280.0,Limerick Institute of Technology
LC292,Social Care Work,374.0,367.0,360.0,Limerick Institute of Technology
LC293,Business Studies with Travel and Tourism Management,264.0,307.0,299.0,Limerick Institute of Technology
LC294,Business Studies with Event Management,279.0,279.0,271.0,Limerick Institute of Technology
LC295,Business Studies with Sports Management,262.0,252.0,263.0,Limerick Institute of Technology
LC297,Community and Addiction Studies,262.0,235.0,217.0,Limerick Institute of Technology
LC320,Business,381.0,346.0,337.0,Limerick Institute of Technology
LC330,Business with Computing,308.0,297.0,298.0,Limerick Institute of Technology
LC340,Interior Design,368.0,350.0,298.0,Limerick Institute of Technology
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,413.0,379.0,Limerick Institute of Technology
LC371,Creative Broadcast and Film Production,310.0,309.0,298.0,Limerick Institute of Technology
LC372,Music Technology and Production,377.0,325.0,321.0,Limerick Institute of Technology
LC374,Renewable and Electrical Energy Engineering,319.0,318.0,317.0,Limerick Institute of Technology
LC375,Industrial Automation & Robotic Systems,309.0,317.0,321.0,Limerick Institute of Technology
LC376,Electronic Engineering with Computer Systems,357.0,318.0,308.0,Limerick Institute of Technology
LC380,Automotive Engineering and Transport Management,298.0,298.0,282.0,Limerick Institute of Technology
LC392,Business Studies in Beauty and Spa Management,317.0,236.0,217.0,Limerick Institute of Technology
LC393,Early Childhood Education and Care,276.0,236.0,260.0,Limerick Institute of Technology
LC401,Early Childhood Education & Care (Thurles),,297.0,298.0,Limerick Institute of Technology
LC402,Social Care Work,228.0,225.0,209.0,Limerick Institute of Technology
LC408,Environmental and Geographical Sciences (Thurles),279.0,279.0,262.0,Limerick Institute of Technology
LC411,Marketing and Management (Thurles),,,226.0,Limerick Institute of Technology
LC414,Data Analytics and Cyber Security,,236.0,,Limerick Institute of Technology
LC416,Business,260.0,274.0,,Limerick Institute of Technology
LC418,Computing - Games Design and Development (Thurles),256.0,270.0,271.0,Limerick Institute of Technology
LC422,Sports Strength and Conditioning (Thurles),289.0,298.0,288.0,Limerick Institute of Technology
LC434,Environmental Science and Agriculture,,297.0,278.0,Limerick Institute of Technology
LC502,Game Art and Design (portfolio),841.0,852.0,,Limerick Institute of Technology
LC517,Creative Media and Design,279.0,234.0,229.0,Limerick Institute of Technology
LC518,"Digital Animation Production (Clonmel, portfolio)",807.0,808.0,,Limerick Institute of Technology
LC612,Social Care Work (Ennis),309.0,320.0,319.0,Limerick Institute of Technology
LC613,Early Childhood Education and Care,,242.0,346.0,Limerick Institute of Technology
LM002,Arts (offered in conjunction with Mary Immaculate College),360.0,348.0,329.0,University of Limerick
LM019,Social Sciences,451.0,,,University of Limerick
LM020,Law and Accounting,474.0,465.0,436.0,University of Limerick
LM026,Performing Arts (audition required),329.0,303.0,,University of Limerick
LM028,Criminal Justice,420.0,418.0,387.0,University of Limerick
LM029,Law Plus,530.0,490.0,473.0,University of Limerick
LM038,Psychology and Sociology,530.0,500.0,478.0,University of Limerick
LM039,Journalism and Digital Communication,432.0,402.0,388.0,University of Limerick
LM040,European Studies,409.0,369.0,350.0,University of Limerick
LM044,Applied Languages,429.0,442.0,404.0,University of Limerick
LM050,Business Studies,451.0,431.0,419.0,University of Limerick
LM056,International Business,555.0,528.0,511.0,University of Limerick
LM058,Financial Mathematics,468.0,403.0,434.0,University of Limerick
LM063,Technology Management,410.0,379.0,372.0,University of Limerick
LM066,Environmental Science,430.0,,,University of Limerick
LM068,Food Science and Health,464.0,421.0,400.0,University of Limerick
LM076,Product Design and Technology (portfolio required),401.0,408.0,,University of Limerick
LM077,Aeronautical Engineering,567.0,520.0,469.0,University of Limerick
LM082,Construction Management and Engineering,446.0,398.0,368.0,University of Limerick
LM089,Sport and Exercise Sciences,498.0,474.0,441.0,University of Limerick
LM090,Physical Education with concurrent Teacher Educati,544.0,532.0,,University of Limerick
LM091,Languages with concurrent Teacher Education,506.0,517.0,,University of Limerick
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,507.0,478.0,University of Limerick
LM093,Equine Science,367.0,339.0,338.0,University of Limerick
LM094,Materials and Architectural Technology with concurrent Teacher Education,475.0,440.0,405.0,University of Limerick
LM095,Materials and Engineering Technology with concurre,425.0,367.0,358.0,University of Limerick
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454.0,405.0,382.0,University of Limerick
LM097,Mathematics and Computer Science with concurrent Teacher Education,465.0,402.0,,University of Limerick
LM099,Architecture (portfolio requirement suspended),520.0,498.0,,University of Limerick
LM100,Physiotherapy,613.0,589.0,,University of Limerick
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,55.0,,University of Limerick
LM102,Psychology,534.0,509.0,495.0,University of Limerick
LM103,Paramedic Studies (B and C1 Drivers Licence),429.0,392.0,,University of Limerick
LM105,Exercise and Health Fitness Management,441.0,,,University of Limerick
LM115,Chemical and Biochemical Engineering,476.0,454.0,456.0,University of Limerick
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498.0,476.0,434.0,University of Limerick
LM118,Electronic and Computer Engineering,445.0,403.0,401.0,University of Limerick
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402.0,351.0,352.0,University of Limerick
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382.0,327.0,330.0,University of Limerick
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),498.0,441.0,412.0,University of Limerick
LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,455.0,437.0,,University of Limerick
LM125,Physics (Applied Physics or Mathematics & Physics),489.0,404.0,405.0,University of Limerick
LM150,General Nursing,487.0,475.0,,University of Limerick
LM152,Mental Health Nursing,466.0,419.0,388.0,University of Limerick
LM154,Intellectual Disability Nursing,443.0,440.0,,University of Limerick
LM156,Midwifery,508.0,469.0,429.0,University of Limerick
LY108,Business - Accounting,312.0,309.0,318.0,Letterkenny Institute of Technology
LY118,Business,288.0,290.0,287.0,Letterkenny Institute of Technology
LY128,Marketing with Online Technologies,261.0,,,Letterkenny Institute of Technology
LY208,Law,290.0,300.0,300.0,Letterkenny Institute of Technology
LY218,Business - with Spanish/Irish options,,,298.0,Letterkenny Institute of Technology
LY228,Sports and Exercise - Common Entry,290.0,300.0,278.0,Letterkenny Institute of Technology
LY408,Design - Common Entry,301.0,320.0,,Letterkenny Institute of Technology
LY508,Fire Safety Engineering,283.0,276.0,270.0,Letterkenny Institute of Technology
LY518,Quantity Surveying,304.0,301.0,307.0,Letterkenny Institute of Technology
LY528,Construction Management,262.0,271.0,267.0,Letterkenny Institute of Technology
LY538,Architectural Technology,234.0,,,Letterkenny Institute of Technology
LY608,Mechanical Engineering,300.0,300.0,304.0,Letterkenny Institute of Technology
LY618,Electronic Engineering,321.0,312.0,307.0,Letterkenny Institute of Technology
LY708,Applied Computing,320.0,306.0,300.0,Letterkenny Institute of Technology
LY748,Computer Science,316.0,317.0,,Letterkenny Institute of Technology
LY818,Science - Common Entry,302.0,303.0,302.0,Letterkenny Institute of Technology
LY828,Agriculture - Common Entry,300.0,307.0,300.0,Letterkenny Institute of Technology
LY908,General Nursing,429.0,400.0,383.0,Letterkenny Institute of Technology
LY918,Psychiatric Nursing,367.0,357.0,,Letterkenny Institute of Technology
LY928,Intellectual Disability Nursing,357.0,328.0,288.0,Letterkenny Institute of Technology
LY968,"Early Childhood Care, Health and Education",288.0,303.0,300.0,Letterkenny Institute of Technology
LY978,Health & Social Care (Common Entry),279.0,280.0,260.0,Letterkenny Institute of Technology
MH001,Education - Primary Teaching (Froebel),564.0,507.0,,Maynooth University
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,Maynooth University
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,,Maynooth University
MH101,Arts,336.0,318.0,316.0,Maynooth University
MH103,Music,,,,Maynooth University
MH106,Psychology - 3 years,554.0,521.0,495.0,Maynooth University
MH107,Social Science,390.0,346.0,326.0,Maynooth University
MH109,Media Studies,324.0,316.0,317.0,Maynooth University
MH116,Community and Youth Work (Full-Tim,,,,Maynooth University
MH201,Science,400.0,360.0,350.0,Maynooth University
MH202,Biotechnology,489.0,455.0,429.0,Maynooth University
MH203,Biological and Geographical Sciences,451.0,430.0,,Maynooth University
MH204,Physics with Astrophysics,422.0,422.0,420.0,Maynooth University
MH206,Theoretical Physics and Mathematics,521.0,510.0,498.0,Maynooth University
MH207,Data Science,444.0,445.0,434.0,Maynooth University
MH208,Biological and Biomedical Sciences,543.0,498.0,451.0,Maynooth University
MH209,Psychology (through Scienc - 4 years,529.0,498.0,473.0,Maynooth University
MH210,Pharmaceutical and Biomedical Chemistry,510.0,487.0,446.0,Maynooth University
MH212,Science/Computer Science/Mathematics (with Education) - options,443.0,422.0,444.0,Maynooth University
MH304,Engineering (Computer/Electronic/Communications),351.0,333.0,371.0,Maynooth University
MH305,Product Design,326.0,357.0,358.0,Maynooth University
MH306,Robotics and Intelligent Devices,362.0,361.0,361.0,Maynooth University
MH401,Finance (options),370.0,357.0,352.0,Maynooth University
MH402,Quantitative Finance,476.0,476.0,476.0,Maynooth University
MH403,Accounting and Finance,424.0,422.0,402.0,Maynooth University
MH404,Business (options),441.0,430.0,400.0,Maynooth University
MH405,Equine Business,,357.0,357.0,Maynooth University
MH407,Business and Accounting,423.0,420.0,401.0,Maynooth University
MH411,Entrepreneurship,378.0,371.0,358.0,Maynooth University
MH501,LLB Law - four year Single Major Law programme,507.0,473.0,451.0,Maynooth University
MH502,Law (options),465.0,451.0,410.0,Maynooth University
MH601,Computer Science through Arts (options),381.0,352.0,342.0,Maynooth University
MH602,Computer Science through Science (options),400.0,351.0,357.0,Maynooth University
MH603,Computational Thinking,520.0,532.0,520.0,Maynooth University
MH801,Early Childhood - Teaching and Learning (part-tim,,327.0,347.0,Maynooth University
MH802,Community and Youth Work (part-time  in servic,,,,Maynooth University
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",,,,Maynooth University
MI001,Contemporary & Applied Theatre Studies,209.0,390.0,345.0,Mary Immaculate College of Education
MI002,Arts,280.0,281.0,300.0,Mary Immaculate College of Education
MI004,Education - Primary Teaching - International,589.0,577.0,,Mary Immaculate College of Education
MI005,Education - Primary Teaching,522.0,495.0,,Mary Immaculate College of Education
MI006,Education - Primary Teaching (Gaeltacht Applicants),485.0,462.0,,Mary Immaculate College of Education
MI007,Early Childhood Care and Education,409.0,357.0,366.0,Mary Immaculate College of Education
MI008,Education and Psychology - Primary Teaching,590.0,588.0,543.0,Mary Immaculate College of Education
MI009,Education  Business Studies and Accounting,434.0,402.0,392.0,Mary Immaculate College of Education
MI010,"Education, Business Studies and Religious Studies",370.0,368.0,326.0,Mary Immaculate College of Education
MI011,Education  Gaeilge and Religious Studies,407.0,409.0,377.0,Mary Immaculate College of Education
MI012,"Education, Irish and Business Studies (Thurles Campus)",387.0,401.0,398.0,Mary Immaculate College of Education
MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",509.0,444.0,433.0,Mary Immaculate College of Education
MI014,Education  Mathematics and Business Studies,476.0,434.0,,Mary Immaculate College of Education
MU001,Theology and Arts,294.0,290.0,290.0,"Pontifical University, Maynooth"
MU002,Theology,,440.0,292.0,"Pontifical University, Maynooth"
NC003,Computing (Degree Award options),271.0,260.0,261.0,National College of Ireland(NCI)
NC005,Human Resource Management,301.0,300.0,297.0,National College of Ireland(NCI)
NC009,Business,300.0,300.0,297.0,National College of Ireland(NCI)
NC010,Psychology,420.0,400.0,366.0,National College of Ireland(NCI)
NC020,Marketing Practice,270.0,282.0,270.0,National College of Ireland(NCI)
NC022,Accounting and Finance,330.0,337.0,338.0,National College of Ireland(NCI)
NC023,Technology Management (with specialisations),266.0,261.0,260.0,National College of Ireland(NCI)
NC025,Data Science,,,297.0,National College of Ireland(NCI)
NC030,Early Childhood Education and Care,251.0,,,National College of Ireland(NCI)
NM801,Montessori Education,262.0,220.0,,St Nicholas Montessori College Ireland
NM802,Psychology,228.0,,,St Nicholas Montessori College Ireland
PC405,"Social, Political and Community Studies",235.0,216.0,251.0,"Carlow College, St. Patrick`s"
PC410,Arts and Humanities (fulfils Teaching Council requirements),230.0,209.0,203.0,"Carlow College, St. Patrick`s"
PC411,English and History (fulfils Teaching Council requ,224.0,209.0,168.0,"Carlow College, St. Patrick`s"
RC001,Medicine - Undergraduate Entry (HPAT required),740.0,733.0,,RCSI University of Medicine & Health Sciences
RC004,Physiotherapy,589.0,566.0,,RCSI University of Medicine & Health Sciences
RC005,Pharmacy,613.0,578.0,555.0,RCSI University of Medicine & Health Sciences
RC101,Medicine - Graduate Entry (GAMSAT required),,61.0,,RCSI University of Medicine & Health Sciences
SG141,Business,262.0,261.0,252.0,Institute of Technology Sligo
SG142,Business in International Marketing and Languages (French),,279.0,270.0,Institute of Technology Sligo
SG144,Business in International Marketing and Sales with Spanish,,270.0,280.0,Institute of Technology Sligo
SG145,Business and ICT,279.0,,,Institute of Technology Sligo
SG146,Accounting,304.0,309.0,307.0,Institute of Technology Sligo
SG147,Sport with Business,288.0,307.0,269.0,Institute of Technology Sligo
SG148,Tourism with Event Management,298.0,269.0,246.0,Institute of Technology Sligo
SG149,Business in Finance and Investment,,,262.0,Institute of Technology Sligo
SG150,Business in Marketing,298.0,,,Institute of Technology Sligo
SG241,Performing Arts,341.0,328.0,279.0,Institute of Technology Sligo
SG242,Early Childhood Care and Education,287.0,279.0,278.0,Institute of Technology Sligo
SG243,Social Care Practice,309.0,301.0,297.0,Institute of Technology Sligo
SG244,Fine Art,501.0,505.0,,Institute of Technology Sligo
SG245,Creative Design,332.0,282.0,261.0,Institute of Technology Sligo
SG246,Computing,316.0,290.0,295.0,Institute of Technology Sligo
SG247,English and Psychology,319.0,309.0,308.0,Institute of Technology Sligo
SG248,Sociology and Politics,298.0,281.0,282.0,Institute of Technology Sligo
SG249,Writing and Literature,308.0,297.0,279.0,Institute of Technology Sligo
SG250,Application Design and User Experience,,412.0,290.0,Institute of Technology Sligo
SG251,Computing (Smart Technologies),,342.0,303.0,Institute of Technology Sligo
SG252,Software Development,310.0,307.0,300.0,Institute of Technology Sligo
SG253,Computing in Computer Networks and Cyber Security,336.0,378.0,273.0,Institute of Technology Sligo
SG254,Writing and Literature Online,327.0,225.0,,Institute of Technology Sligo
SG255,Law and Business,291.0,,,Institute of Technology Sligo
SG341,General Engineering,373.0,,,Institute of Technology Sligo
SG342,Civil Engineering,418.0,415.0,,Institute of Technology Sligo
SG343,Quantity Surveying,300.0,311.0,261.0,Institute of Technology Sligo
SG344,Mechanical Engineering,412.0,,,Institute of Technology Sligo
SG346,Construction Project Management and Applied Technology,313.0,291.0,289.0,Institute of Technology Sligo
