Course_Code,Course_Title,finalPoints2021,EOS_2020,EOS_2019,Institution
SG347,Architecture,403.0,360.0,309.0,Institute of Technology Sligo
SG348,Interior Architecture and Design,359.0,331.0,,Institute of Technology Sligo
SG349,Electronics and Self Driving Technologies,,,,Institute of Technology Sligo
SG350,Robotics and Automation,384.0,,,Institute of Technology Sligo
SG441,Environmental Science,,,297.0,Institute of Technology Sligo
SG442,Occupational Safety and Health,307.0,290.0,289.0,Institute of Technology Sligo
SG443,Human Nutrition,376.0,356.0,357.0,Institute of Technology Sligo
SG444,Science Undenominated,358.0,338.0,308.0,Institute of Technology Sligo
SG445,Pharmaceutical Science with Drug Development,357.0,311.0,347.0,Institute of Technology Sligo
SG446,Applied Archaeology,,,289.0,Institute of Technology Sligo
SG447,Health Science and Physical Activity,326.0,328.0,316.0,Institute of Technology Sligo
SG448,Forensic Investigation and Analysis,308.0,307.0,306.0,Institute of Technology Sligo
SG449,Medical Biotechnology,315.0,341.0,329.0,Institute of Technology Sligo
SG450,Environmental Science with Ecology (Level 8),310.0,304.0,,Institute of Technology Sligo
TA022,Creative Digital Media,,,260.0,Technological University Dublin Tallaght Campus
TA023,Advertising and Marketing Communications,,,235.0,Technological University Dublin Tallaght Campus
TA024,Early Childhood Care and Education,,,217.0,Technological University Dublin Tallaght Campus
TA025,Social Care Practice,,,261.0,Technological University Dublin Tallaght Campus
TA026,International Hospitality and Tourism Management,,,208.0,Technological University Dublin Tallaght Campus
TA027,Botanical Cuisine,,,236.0,Technological University Dublin Tallaght Campus
TA028,Digital Marketing Technologies,,,220.0,Technological University Dublin Tallaght Campus
TA121,Accounting and Finance,,,202.0,Technological University Dublin Tallaght Campus
TA122,Management,,,218.0,Technological University Dublin Tallaght Campus
TA123,Marketing Management,,,207.0,Technological University Dublin Tallaght Campus
TA125,International Business,,,229.0,Technological University Dublin Tallaght Campus
TA221,Electronic Engineering,,,251.0,Technological University Dublin Tallaght Campus
TA222,Mechanical Engineering,,,243.0,Technological University Dublin Tallaght Campus
TA223,Sustainable Energy Engineering,,,236.0,Technological University Dublin Tallaght Campus
TA224,Biomedical Design,,,218.0,Technological University Dublin Tallaght Campus
TA225,Automation Engineering,,,235.0,Technological University Dublin Tallaght Campus
TA226,Engineering Software,,,243.0,Technological University Dublin Tallaght Campus
TA321,Pharmaceutical Science,,,261.0,Technological University Dublin Tallaght Campus
TA322,Computing,,,200.0,Technological University Dublin Tallaght Campus
TA323,Computing with IT Management,,,243.0,Technological University Dublin Tallaght Campus
TA326,DNA and Forensic Analysis,,,300.0,Technological University Dublin Tallaght Campus
TA327,Sports Science and Health,,,341.0,Technological University Dublin Tallaght Campus
TA328,Computing with Language (French/German/Spanish),,,218.0,Technological University Dublin Tallaght Campus
TA329,Computing with Data Analytics,,,218.0,Technological University Dublin Tallaght Campus
TL801,"Animation, Visual Effects and Motion Design (Level 8)",718.0,281.0,281.0,Institute of Technology Tralee
TL802,"TV, Radio and New Media (Level 8)",322.0,325.0,306.0,Institute of Technology Tralee
TL803,Music Technology,,,264.0,Institute of Technology Tralee
TL810,Computing with Software Development,308.0,310.0,309.0,Institute of Technology Tralee
TL811,Computing with Games Development,322.0,358.0,310.0,Institute of Technology Tralee
TL812,Computing with Digital Media,,,369.0,Institute of Technology Tralee
TL815,Computing (Degree Award options),307.0,308.0,308.0,Institute of Technology Tralee
TL823,Event Management (3 year programm,293.0,299.0,291.0,Institute of Technology Tralee
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,306.0,307.0,Institute of Technology Tralee
TL842,Construction Management,,,,Institute of Technology Tralee
TL844,Agricultural Engineering,301.0,300.0,311.0,Institute of Technology Tralee
TL845,Civil Engineering,361.0,325.0,300.0,Institute of Technology Tralee
TL847,Manufacturing Engineering,305.0,302.0,,Institute of Technology Tralee
TL848,Agricultural Science,307.0,308.0,331.0,Institute of Technology Tralee
TL851,Wildlife Biology (Degree Award options),309.0,309.0,310.0,Institute of Technology Tralee
TL855,Pharmaceutical Science (Degree Award options),316.0,317.0,342.0,Institute of Technology Tralee
TL858,Veterinary Bioscience,317.0,308.0,326.0,Institute of Technology Tralee
TL871,Health and Leisure (Degree Award options),303.0,300.0,303.0,Institute of Technology Tralee
TL872,Health and Leisure with Massage,314.0,309.0,288.0,Institute of Technology Tralee
TL873,Coaching and Sports Performance,308.0,289.0,282.0,Institute of Technology Tralee
TL874,Inclusive Sport and Physical Activity,341.0,,,Institute of Technology Tralee
TL880,Early Childhood Care and Education,309.0,307.0,307.0,Institute of Technology Tralee
TL881,Social Care,301.0,309.0,308.0,Institute of Technology Tralee
TL889,Counselling with Addiction - Mature applicants only,,,,Institute of Technology Tralee
TL890,General Nursing and Mature Applicants,463.0,414.0,407.0,Institute of Technology Tralee
TL891,Mental Health Nursing and Mature Applicants,419.0,378.0,,Institute of Technology Tralee
TR002,Music,477.0,382.0,,Trinity College Dublin
TR003,History,543.0,456.0,486.0,Trinity College Dublin
TR004,Law,589.0,565.0,532.0,Trinity College Dublin
TR005,Philosophy,497.0,442.0,391.0,Trinity College Dublin
TR006,Psychology,590.0,555.0,,Trinity College Dublin
TR007,Clinical Speech and Language Studies,564.0,529.0,499.0,Trinity College Dublin
TR009,Music Education,486.0,420.0,,Trinity College Dublin
TR012,History and Political Science,,552.0,,Trinity College Dublin
TR015,"Philosophy, Political Science, Economics and Sociology",613.0,589.0,566.0,Trinity College Dublin
TR016,Deaf Studies,389.0,329.0,337.0,Trinity College Dublin
TR017,Law and Business,,602.0,576.0,Trinity College Dublin
TR018,Law and French,602.0,565.0,,Trinity College Dublin
TR019,Law and German,567.0,542.0,523.0,Trinity College Dublin
TR020,Law and Political Science,,601.0,567.0,Trinity College Dublin
TR021,"Classics, Ancient History and Archaeology",462.0,370.0,377.0,Trinity College Dublin
TR022,Early and Modern Irish,377.0,398.0,347.0,Trinity College Dublin
TR023,English Studies,541.0,474.0,463.0,Trinity College Dublin
TR024,European Studies,566.0,530.0,520.0,Trinity College Dublin
TR025,Drama and Theatre Studies,519.0,530.0,,Trinity College Dublin
TR028,Ancient and Medieval History and Culture,463.0,342.0,339.0,Trinity College Dublin
TR029,Political Science and Geography,,510.0,477.0,Trinity College Dublin
TR031,Mathematics,578.0,531.0,566.0,Trinity College Dublin
TR032,Engineering,555.0,508.0,,Trinity College Dublin
TR033,Computer Science,549.0,509.0,,Trinity College Dublin
TR034,Management Science and Information Systems Studies,625.0,613.0,,Trinity College Dublin
TR035,Theoretical Physics,589.0,543.0,554.0,Trinity College Dublin
TR038,Engineering with Management,589.0,532.0,499.0,Trinity College Dublin
TR039,Computer Science and Language,443.0,424.0,435.0,Trinity College Dublin
TR040,Middle Eastern and European Languages and Cultures,499.0,466.0,485.0,Trinity College Dublin
TR041,Religion,417.0,368.0,347.0,Trinity College Dublin
TR042,Film,522.0,466.0,,Trinity College Dublin
TR043,History of Art and Architecture,486.0,354.0,,Trinity College Dublin
TR051,Medicine (HPAT required),743.0,734.0,,Trinity College Dublin
TR052,Dental Science,625.0,613.0,,Trinity College Dublin
TR053,Physiotherapy,590.0,566.0,,Trinity College Dublin
TR054,Occupational Therapy,577.0,533.0,500.0,Trinity College Dublin
TR055,Radiation Therapy,566.0,543.0,510.0,Trinity College Dublin
TR056,Human Health and Disease,601.0,564.0,543.0,Trinity College Dublin
TR060,Biological and Biomedical Sciences,577.0,543.0,,Trinity College Dublin
TR061,Chemical Sciences,554.0,510.0,,Trinity College Dublin
TR062,Geography and Geoscience,495.0,473.0,435.0,Trinity College Dublin
TR063,Physical Sciences,543.0,477.0,,Trinity College Dublin
TR064,Environmental Science and Engineering,555.0,,,Trinity College Dublin
TR072,Pharmacy,613.0,590.0,,Trinity College Dublin
TR080,Global Business,613.0,589.0,565.0,Trinity College Dublin
TR081,Business  Economic and Social Studies (BESS),567.0,543.0,,Trinity College Dublin
TR082,Computer Science and Business,,555.0,510.0,Trinity College Dublin
TR083,Sociology and Social Policy,,478.0,451.0,Trinity College Dublin
TR084,Social Studies (Social Work),487.0,462.0,,Trinity College Dublin
TR085,Business Studies and French,564.0,521.0,509.0,Trinity College Dublin
TR086,Business Studies and German,530.0,499.0,474.0,Trinity College Dublin
TR087,Business Studies and Russian,487.0,456.0,467.0,Trinity College Dublin
TR089,Business Studies and Polish,391.0,424.0,393.0,Trinity College Dublin
TR090,Business Studies and Spanish,566.0,531.0,510.0,Trinity College Dublin
TR091,General Nursing (Meath and St James`s),456.0,429.0,,Trinity College Dublin
TR093,General Nursing (Adelaide School of Nursing),473.0,414.0,,Trinity College Dublin
TR095,Mental Health Nursing,442.0,408.0,358.0,Trinity College Dublin
TR097,Intellectual Disability Nursing,410.0,378.0,346.0,Trinity College Dublin
TR111,Ancient History and Archaeology/Geography,,352.0,,Trinity College Dublin
TR112,Ancient History and Archaeology/History,,529.0,,Trinity College Dublin
TR113,Ancient History and Archaeology/History of Art and Architecture,,337.0,,Trinity College Dublin
TR114,Ancient History and Archaeology/Modern Language,,337.0,,Trinity College Dublin
TR117,Ancient History and Archaeology/Religion,,342.0,,Trinity College Dublin
TR166,Classical Civilisation/English Literature,,496.0,,Trinity College Dublin
TR173,Classical Civilisation/History of Art and Architecture,,335.0,,Trinity College Dublin
TR177,Classical Civilisation/Modern Language,,335.0,,Trinity College Dublin
TR179,Classical Civilisation/Philosophy,,479.0,,Trinity College Dublin
TR198,Economics/Geography,,534.0,,Trinity College Dublin
TR202,Economics/History,,534.0,,Trinity College Dublin
TR207,Economics/Mathematics,,566.0,,Trinity College Dublin
TR208,Economics/Modern Language,,534.0,,Trinity College Dublin
TR209,Economics/Philosophy,,534.0,,Trinity College Dublin
TR212,Economics/Sociology,,534.0,,Trinity College Dublin
TR228,Classical Languages/English Literature,,498.0,,Trinity College Dublin
TR231,Classical Languages/History of Art and Architecture,,349.0,,Trinity College Dublin
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,349.0,,Trinity College Dublin
TR239,Classical Languages/Modern Language,,349.0,,Trinity College Dublin
TR262,English Literature/History,,529.0,,Trinity College Dublin
TR263,English Literature/History of Art and Architecture,,497.0,,Trinity College Dublin
TR269,English Literature/Philosophy,,495.0,,Trinity College Dublin
TR272,English Literature/Sociology,,498.0,,Trinity College Dublin
TR276,English Literature/Drama Studies,,476.0,,Trinity College Dublin
TR277,English Literature/Modern Language,,489.0,,Trinity College Dublin
TR311,Film/Drama Studies,,521.0,,Trinity College Dublin
TR312,Film/English Literature,,521.0,,Trinity College Dublin
TR320,Film/Music,,521.0,,Trinity College Dublin
TR322,Geography/History,,529.0,,Trinity College Dublin
TR323,Drama Studies/Modern Language,,473.0,,Trinity College Dublin
TR324,Film/Modern Language,,521.0,,Trinity College Dublin
TR325,Film/History,,529.0,,Trinity College Dublin
TR326,Geography/Modern Language,,352.0,,Trinity College Dublin
TR332,Geography/Sociology,,496.0,,Trinity College Dublin
TR443,History/History of Art and Architecture,,529.0,,Trinity College Dublin
TR447,History/Modern Language,,529.0,,Trinity College Dublin
TR449,History/Philosophy,,529.0,,Trinity College Dublin
TR452,History/Sociology,,529.0,,Trinity College Dublin
TR454,History/Religion,,529.0,,Trinity College Dublin
TR455,History of Art and Architecture/Modern Language,,334.0,,Trinity College Dublin
TR479,History of Art and Architecture/Philosophy,,485.0,,Trinity College Dublin
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,337.0,,Trinity College Dublin
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,335.0,,Trinity College Dublin
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,529.0,,Trinity College Dublin
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,335.0,,Trinity College Dublin
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,Trinity College Dublin
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,342.0,,Trinity College Dublin
TR597,Mathematics/Modern Language,,566.0,,Trinity College Dublin
TR598,Mathematics/Music,,566.0,,Trinity College Dublin
TR599,Mathematics/Philosophy,,566.0,,Trinity College Dublin
TR629,Music/Philosophy,,499.0,,Trinity College Dublin
TR635,Music/Drama Studies,,473.0,,Trinity College Dublin
TR636,Music/Modern Language,,388.0,,Trinity College Dublin
TR638,Music/Religion,,388.0,,Trinity College Dublin
TR639,Philosophy/Modern Language,,499.0,,Trinity College Dublin
TR662,Philosophy/Sociology,,499.0,,Trinity College Dublin
TR663,Religion/Classical Civilisation,,342.0,,Trinity College Dublin
TR664,Religion/English Literature,,498.0,,Trinity College Dublin
TR665,Religion/History of Art and Architecture,,342.0,,Trinity College Dublin
TR666,Religion/Modern Language,,,,Trinity College Dublin
TR667,French/Modern Language,,403.0,,Trinity College Dublin
TR668,German/Modern Language,,389.0,,Trinity College Dublin
TR669,Irish/Modern Language,,368.0,,Trinity College Dublin
TR670,Italian/Modern Language,,381.0,,Trinity College Dublin
TR671,Russian/Modern Language,,332.0,,Trinity College Dublin
TR672,Spanish/Modern Language,,336.0,,Trinity College Dublin
TR755,Sociology/Drama Studies,,498.0,,Trinity College Dublin
TR756,Sociology/Modern Language,,495.0,,Trinity College Dublin
TR911,Children`s and General Nursing (Integrated),531.0,499.0,,Trinity College Dublin
TR913,Midwifery,521.0,473.0,423.0,Trinity College Dublin
TU801,Sustainable Energy Engineering,235.0,235.0,,TU Dublin
TU802,Electrical Services and Energy Management,309.0,300.0,,TU Dublin
TU803,Electronic Engineering,,243.0,,TU Dublin
TU804,Engineering (Common Entry with Award options),270.0,271.0,,TU Dublin
TU805,Engineering (General Entry),465.0,402.0,,TU Dublin
TU806,Sustainable Energy Engineering,,262.0,,TU Dublin
TU807,Computer Engineering in Mobile Systems,274.0,276.0,,TU Dublin
TU808,Engineering Software,,260.0,,TU Dublin
TU809,Mechanical Engineering,,235.0,,TU Dublin
TU810,Mechatronic Engineering,271.0,271.0,,TU Dublin
TU811,Product Design,434.0,411.0,,TU Dublin
TU812,"Design,Technology and Innovation",278.0,270.0,,TU Dublin
TU813,Automation Engineering,,218.0,,TU Dublin
TU814,Transport Operations and Technology,253.0,251.0,,TU Dublin
TU828,Mechanical Engineering (General Entry),300.0,,,TU Dublin
TU829,Electronic Engineering (General Entry),248.0,,,TU Dublin
TU831,Architectural Technology,423.0,410.0,,TU Dublin
TU832,Architecture (Suitability Test and Interview),638.0,622.0,,TU Dublin
TU833,Construction Management,396.0,367.0,,TU Dublin
TU834,Geographic Science,315.0,288.0,,TU Dublin
TU835,Planning and Environmental Management,330.0,313.0,,TU Dublin
TU836,Property Economics (Valuation Surveying),411.0,401.0,,TU Dublin
TU837,Quantity Surveying and Construction Economics,413.0,385.0,,TU Dublin
TU838,Sustainable Timber Technology,271.0,,,TU Dublin
TU851,Analytical Chemistry (Environmental  Forensic and,400.0,349.0,,TU Dublin
TU852,Chemical Sciences with Medicinal Chemistry,477.0,476.0,,TU Dublin
TU854,Science (General Entry),510.0,476.0,,TU Dublin
TU855,Science with Nanotechnology,322.0,319.0,,TU Dublin
TU856,Computer Science,499.0,476.0,,TU Dublin
TU857,Computer Science (Infrastructur,403.0,391.0,,TU Dublin
TU858,Computer Science (International),395.0,377.0,,TU Dublin
TU859,Computing,251.0,217.0,,TU Dublin
TU860,Computing (Information Technology),270.0,260.0,,TU Dublin
TU861,Computing with Language (French/German/Spanish),235.0,308.0,,TU Dublin
TU862,Computing with Artificial Intelligence Machine Lea,262.0,226.0,,TU Dublin
TU863,Digital Forensics and Cyber Security,282.0,280.0,,TU Dublin
TU864,DNA and Forensic Analysis,441.0,390.0,,TU Dublin
TU865,Computing with IT Management,235.0,226.0,,TU Dublin
TU866,Biomedical and Molecular Diagnostics,522.0,487.0,,TU Dublin
TU867,Biomedical Science,566.0,524.0,,TU Dublin
TU868,Clinical Measurement Science,542.0,510.0,,TU Dublin
TU869,Environmental Health,387.0,336.0,,TU Dublin
TU870,Human Nutrition and Dietetics,601.0,578.0,,TU Dublin
TU871,Optometry,532.0,509.0,,TU Dublin
TU872,Public Health Nutrition,487.0,491.0,,TU Dublin
TU873,Industrial Mathematics,,250.0,,TU Dublin
TU874,Mathematical Sciences,294.0,343.0,,TU Dublin
TU875,Pharmaceutical Healthcare,451.0,400.0,,TU Dublin
TU876,Pharmaceutical Science,445.0,349.0,,TU Dublin
TU877,Physics Technology,314.0,308.0,,TU Dublin
TU878,Physics with Energy and Environment,339.0,331.0,,TU Dublin
TU879,Physics with Medical Physics and Bioengineering,346.0,351.0,,TU Dublin
TU880,Physics with Data Science,412.0,,,TU Dublin
TU881,Food Innovation,309.0,318.0,,TU Dublin
TU882,Nutraceuticals in Health and Nutrition,380.0,397.0,,TU Dublin
TU901,Business,,270.0,,TU Dublin
TU902,Business (options),270.0,271.0,,TU Dublin
TU903,Business and Management,477.0,463.0,,TU Dublin
TU904,Business and Law,462.0,462.0,,TU Dublin
TU905,Economics and Finance,460.0,465.0,,TU Dublin
TU906,Human Resource Management,377.0,395.0,,TU Dublin
TU907,Logistics and Supply Chain Management,300.0,300.0,,TU Dublin
TU908,Management,,253.0,,TU Dublin
TU909,Accounting and Finance,,285.0,,TU Dublin
TU910,Accounting and Finance,420.0,444.0,,TU Dublin
TU911,Accounting and Finance,,192.0,,TU Dublin
TU912,Business Analytics,311.0,330.0,,TU Dublin
TU913,Business and Information Technology,,252.0,,TU Dublin
TU914,Business Computing,322.0,324.0,,TU Dublin
TU915,International Business,,252.0,,TU Dublin
TU916,International Business,,235.0,,TU Dublin
TU917,Law (LLB ) with a Language,356.0,342.0,,TU Dublin
TU918,Law (LLB),463.0,451.0,,TU Dublin
TU919,Advertising and Marketing Communications,219.0,226.0,,TU Dublin
TU920,Digital Marketing,270.0,270.0,,TU Dublin
TU921,Digital Marketing Technologies,230.0,234.0,,TU Dublin
TU922,Marketing,412.0,418.0,,TU Dublin
TU923,Marketing Management,,228.0,,TU Dublin
TU924,E-Commerce in Retailing,307.0,307.0,,TU Dublin
TU925,Retail and Services Management,307.0,301.0,,TU Dublin
TU932,Business (options),211.0,,,TU Dublin
TU933,Accounting and Finance (campus options),251.0,,,TU Dublin
TU935,Sports Management and Coaching,300.0,300.0,,TU Dublin
TU936,Sports Science and Health,484.0,391.0,,TU Dublin
TU941,Botanical Cuisine,311.0,249.0,,TU Dublin
TU942,Culinary Arts,252.0,212.0,,TU Dublin
TU943,Culinary Entrepreneurship,261.0,279.0,,TU Dublin
TU944,Culinary Science,336.0,316.0,,TU Dublin
TU951,International Hospitality and Tourism Management,244.0,200.0,,TU Dublin
TU952,International Hospitality Management,309.0,306.0,,TU Dublin
TU953,Tourism and Digital Marketing,308.0,290.0,,TU Dublin
TU954,Event Management,326.0,356.0,,TU Dublin
TU955,Sports & Leisure Management,275.0,217.0,,TU Dublin
TU961,Commercial Modern Music (BIMM - assessment/auditio,536.0,608.0,,TU Dublin
TU962,Drama (Performance  audition),448.0,379.0,,TU Dublin
TU963,Music (audition),364.0,416.0,,TU Dublin
TU965,International Business and Languages,357.0,346.0,,TU Dublin
TU966,Languages and English Studies,,434.0,,TU Dublin
TU967,Languages and International Tourism,298.0,326.0,,TU Dublin
TU971,Contemporary Visual Culture,,290.0,,TU Dublin
TU972,Creative and Cultural Industries,,281.0,,TU Dublin
TU973,Design - Visual Communication (portfolio),700.0,717.0,,TU Dublin
TU974,Fine Art (portfolio),549.0,563.0,,TU Dublin
TU975,Interior Design,544.0,632.0,,TU Dublin
TU976,Photography (portfolio),700.0,695.0,,TU Dublin
TU978,Creative Industries and Visual Culture,299.0,,,TU Dublin
TU981,Creative Digital Media,280.0,282.0,,TU Dublin
TU982,Creative Digital Media,369.0,311.0,,TU Dublin
TU983,Film and Broadcasting,453.0,451.0,,TU Dublin
TU984,Game Design,414.0,381.0,,TU Dublin
TU985,Journalism,367.0,322.0,,TU Dublin
TU986,Print Media Technology and Management,,289.0,,TU Dublin
TU989,Early Childhood Care and Education (campus options,270.0,,,TU Dublin
TU991,Applied Social Studies in Social Care,326.0,325.0,,TU Dublin
TU992,Community and Youth Development,251.0,253.0,,TU Dublin
TU993,Early Childhood Care and Education,,270.0,,TU Dublin
TU994,Early Childhood Care and Education,,230.0,,TU Dublin
TU995,Early Childhood Education,378.0,367.0,,TU Dublin
TU996,Social Care,407.0,400.0,,TU Dublin
TU997,Applied Social Care,320.0,270.0,,TU Dublin
WD001,Applied Computing (options),261.0,260.0,279.0,Waterford Institute of Technology
WD002,Science (options),279.0,308.0,302.0,Waterford Institute of Technology
WD005,Health Sciences (options),271.0,280.0,288.0,Waterford Institute of Technology
WD006,Exercise Sciences (options),270.0,280.0,282.0,Waterford Institute of Technology
WD007,Engineering (options),270.0,288.0,287.0,Waterford Institute of Technology
WD025,Construction Management and Engineering,262.0,269.0,269.0,Waterford Institute of Technology
WD027,Music,321.0,262.0,,Waterford Institute of Technology
WD048,Business (options),279.0,271.0,278.0,Waterford Institute of Technology
WD084,Accounting,308.0,308.0,307.0,Waterford Institute of Technology
WD091,Hospitality Management,225.0,228.0,210.0,Waterford Institute of Technology
WD116,General Nursing,446.0,422.0,413.0,Waterford Institute of Technology
WD117,Psychiatric Nursing,415.0,366.0,361.0,Waterford Institute of Technology
WD120,Intellectual Disability Nursing,390.0,377.0,338.0,Waterford Institute of Technology
WD134,International Business,267.0,290.0,289.0,Waterford Institute of Technology
WD137,Design (Visual Communications),252.0,271.0,253.0,Waterford Institute of Technology
WD140,Laws,280.0,280.0,290.0,Waterford Institute of Technology
WD144,Architecture,309.0,284.0,283.0,Waterford Institute of Technology
WD147,Pharmaceutical Science,288.0,293.0,298.0,Waterford Institute of Technology
WD148,Tourism Marketing,,,269.0,Waterford Institute of Technology
WD149,Early Childhood Studies,,271.0,288.0,Waterford Institute of Technology
WD150,Criminal Justice Studies,280.0,270.0,271.0,Waterford Institute of Technology
WD152,Visual Art,243.0,,253.0,Waterford Institute of Technology
WD161,Computer Forensics and Security,270.0,255.0,262.0,Waterford Institute of Technology
WD162,Quantity Surveying,226.0,216.0,260.0,Waterford Institute of Technology
WD163,Psychology,456.0,434.0,390.0,Waterford Institute of Technology
WD186,Sports Coaching and Performance,261.0,270.0,276.0,Waterford Institute of Technology
WD187,Social Science,276.0,272.0,271.0,Waterford Institute of Technology
WD191,Agricultural Science,377.0,377.0,378.0,Waterford Institute of Technology
WD192,Social Care Practice,271.0,270.0,279.0,Waterford Institute of Technology
WD193,Marketing and Digital Media,279.0,271.0,290.0,Waterford Institute of Technology
WD194,Culinary Arts,237.0,217.0,235.0,Waterford Institute of Technology
WD195,Architectural and Building Information Modelling Technology,279.0,279.0,266.0,Waterford Institute of Technology
WD200,Arts (options),201.0,,221.0,Waterford Institute of Technology
WD210,Software Systems Development,260.0,279.0,271.0,Waterford Institute of Technology
WD211,Creative Computing,270.0,271.0,275.0,Waterford Institute of Technology
WD212,Recreation and Sport Management,262.0,270.0,274.0,Waterford Institute of Technology
WD230,Mechanical and Manufacturing Engineering,230.0,253.0,273.0,Waterford Institute of Technology
WD231,Early Childhood Care and Education,266.0,,,Waterford Institute of Technology
WD232,Business Information Systems,261.0,,,Waterford Institute of Technology
