,Course_Code,Course_Title,finalPoints2021,EOS_2020,EOS_2019
1060,MI002,Arts (offered in conjunction with the University of Limerick),,,
1061,MI004,Education - Primary Teaching - International,,,
1062,MI005,Education - Primary Teaching,,,
1063,MI006,Education - Primary Teaching (Gaeltacht Applicants),,,
1064,MI007,Early Childhood Care and Education,,,
1065,MI008,Education and Psychology - Primary Teaching,,,
1066,MI009,Education  Business Studies and Accounting,,,
1067,MI010,Education  Business Studies and Religious Studies,,,
1068,MI011,"Education, Gaeilge and Religious Studies",,,
1069,MI012,Education  Gaeilge and Business Studies,,,
1070,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",,,
1071,MI014,Education  Mathematics and Business Studies,,,
1072,MU001,Theology and Arts,,,
1073,MU002,Theology,,,
1074,NC003,Computing (Degree Award options),,,
1075,NC005,Human Resource Management,,,
1076,NC009,Business,,,
1077,NC010,Psychology,,,
1078,NC020,Marketing Practice,,,
1079,NC022,Accounting and Finance,,,
1080,NC023,Technology Management (with specialisations),,,
1081,NC025,Data Science,,,
1082,NC030,Early Childhood Education and Care,,,
1083,NC102,Computing,,,
1084,NC103,Business,,,
1085,NC104,Business Computing,,,
1086,NM701,Montessori Education,,,
1087,NM801,Montessori Education,,,
1088,NM802,Psychology,,,
1089,PC402,Arts and Humanities,,,
1090,PC404,Applied Social Studies - Professional Social Care,,,
1091,PC405,Social  Political and Community Studies,,,
1092,PC410,Arts and Humanities (fulfils Teaching Council requ,,,
1093,PC411,English and History (fulfils Teaching Council requ,,,
1094,RC001,Medicine - Undergraduate Entry (HPAT required),,,
1095,RC004,Physiotherapy,,,
1096,RC005,Pharmacy,,,
1097,RC101,Medicine - Graduate Entry (GAMSAT required),,,
1098,SG101,Business,,,
1099,SG102,Computing (Level 6 - General Entry),,,
1100,SG131,Computing - Games Development,,,
1101,SG134,Applied Sport with Business,,,
1102,SG135,Business in Tourism with Event Management,,,
1103,SG136,Computing - Software Development,,,
1104,SG137,Computing (Computer Networks and Cloud Infrastructur,,,
1105,SG138,Computing (Level 7 - General Entry),,,
1106,SG141,Business,,,
1107,SG142,Business in International Marketing and Sales with French,,,
1108,SG144,Business in International Marketing and Sales with Spanish,,,
1109,SG145,Business and ICT,,,
1110,SG146,Accounting,,,
1111,SG147,Sport with Business,,,
1112,SG148,Tourism with Event Management,,,
1113,SG149,Business in Finance and Investment,,,
1114,SG150,Business in Marketing,,,
1115,SG231,Fine Art,,,
1116,SG232,Creative Design,,,
1117,SG235,Performing Arts (Theatre Design),,,
1118,SG236,Performing Arts (Acting),,,
1119,SG241,Performing Arts,,,
1120,SG242,Early Childhood Care and Education,,,
1121,SG243,Social Care Practice,,,
1122,SG244,Fine Art,,,
1123,SG245,Creative Design,,,
1124,SG246,Computing,,,
1125,SG247,English and Psychology,,,
1126,SG248,Sociology and Politics,,,
1127,SG249,Writing and Literature,,,
1128,SG250,Application Design and User Experience,,,
1129,SG251,Computing (Smart Technologies),,,
1130,SG252,Software Development,,,
1131,SG253,Computer Networks and Cloud Infrastructure,,,
1132,SG254,Writing and Literature Online,,,
1133,SG255,Law and Business,,,
1134,SG300,Engineering (General Entry),,,
1135,SG302,Construction Economics,,,
1136,SG308,Applied Construction Technology,,,
1137,SG330,Engineering (General Entry),,,
1138,SG331,Interior Architecture and Design,,,
1139,SG332,Advanced Wood and Sustainable Building Technology,,,
1140,SG333,Mechanical Engineering,,,
1141,SG334,Mechatronic Engineering,,,
1142,SG336,Precision Engineering and Design,,,
1143,SG338,Civil Engineering,,,
1144,SG339,Quantity Surveying,,,
1145,SG341,General Engineering,,,
1146,SG342,Civil Engineering,,,
1147,SG343,Quantity Surveying,,,
1148,SG344,Mechanical Engineering,,,
1149,SG346,Construction Project Management and Applied Techno,,,
1150,SG347,Architecture,,,
1151,SG348,Interior Architecture and Design,,,
1152,SG349,Electronics and Self Driving Technologies,,,
1153,SG350,Robotics and Automation,,,
1154,SG401,Science,,,
1155,SG404,Environmental Science with Ecology (Level 6),,,
1156,SG406,Health and Exercise Science,,,
1157,SG431,Pharmaceutical Science with Drug Development,,,
1158,SG433,Occupational Safety and Health,,,
1159,SG434,Human Nutrition,,,
1160,SG435,Health Science and Physiology,,,
1161,SG436,Biomedical Science,,,
1162,SG437,Forensic Investigation and Analysis,,,
1163,SG439,Environmental Science with Ecology (Level 7),,,
1164,SG441,Environmental Science,,,
1165,SG442,Occupational Safety and Health,,,
1166,SG443,Human Nutrition,,,
1167,SG444,Science Undenominated,,,
1168,SG445,Pharmaceutical Science with Drug Development,,,
1169,SG446,Applied Archaeology,,,
1170,SG447,Health Science and Physical Activity,,,
1171,SG448,Forensic Investigation and Analysis,,,
1172,SG449,Medical Biotechnology,,,
1173,SG450,Environmental Science with Ecology (Level 8),,,
1174,SG530,Health and Medical Information Science (Onlin,,,
1175,SG535,Business Administration,,,
1176,SG536,Business,,,
1177,SG537,Marketing and Sales,,,
1178,TA022,Creative Digital Media,,,
1179,TA023,Advertising and Marketing Communications,,,
1180,TA024,Early Childhood Care and Education,,,
1181,TA025,Social Care Practice,,,
1182,TA026,International Hospitality and Tourism Management,,,
1183,TA027,Botanical Cuisine,,,
1184,TA028,Digital Marketing Technologies,,,
1185,TA121,Accounting and Finance,,,
1186,TA122,Management,,,
1187,TA123,Marketing Management,,,
1188,TA125,International Business,,,
1189,TA221,Electronic Engineering,,,
1190,TA222,Mechanical Engineering,,,
1191,TA223,Sustainable Energy Engineering,,,
1192,TA224,Biomedical Design,,,
1193,TA225,Automation Engineering,,,
1194,TA226,Engineering Software,,,
1195,TA321,Pharmaceutical Science,,,
1196,TA322,Computing,,,
1197,TA323,Computing with IT Management,,,
1198,TA326,DNA and Forensic Analysis,,,
1199,TA327,Sports Science and Health,,,
1200,TA328,Computing with Language (French/German/Spanish),,,
1201,TA329,Computing with Data Analytics,,,
1202,TL620,Culinary Arts,,,
1203,TL651,Science (Biological and Environmental Studies),,,
1204,TL652,Pharmacy Technician,,,
1205,TL701,"Animation, Visual Effects and Motion Design (Level 7)",,,
1206,TL702,"TV, Radio and New Media (Level 7)",,,
1207,TL710,Computing with Software Development,,,
1208,TL711,Computing with Games Development,,,
1209,TL715,Computing (Degree Award options),,,
1210,TL716,Computer Systems and Networking,,,
1211,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),,,
1212,TL743,Agricultural Mechanisation,,,
1213,TL744,Agricultural Engineering,,,
1214,TL745,Civil and Environmental Engineering,,,
1215,TL747,Engineering in Mechanical and Manufacturing Engineering,,,
1216,TL748,Agricultural Science,,,
1217,TL755,Pharmaceutical Science (Degree Award options),,,
1218,TL758,Animal Bioscience,,,
1219,TL771,Health and Leisure (Degree Award Options),,,
1220,TL772,Health and Leisure with Massage,,,
1221,TL773,Coaching and Sports Performance,,,
1222,TL780,Early Childhood Care and Education,,,
1223,TL781,Social Care,,,
1224,TL801,"Animation, Visual Effects and Motion Design (Level 8)",,,
1225,TL802,TV  Radio and New Media (Level 8),,,
1226,TL803,Music Technology,,,
1227,TL810,Computing with Software Development,,,
1228,TL811,Computing with Games Development,,,
1229,TL812,Computing with Digital Media,,,
1230,TL815,Computing (Degree Award options),,,
1231,TL823,Event Management (3 year programm,,,
1232,TL831,Business Studies (Major Specialism in: Acctng or M,,,
1233,TL842,Construction Management,,,
1234,TL844,Agricultural Engineering,,,
1235,TL845,Civil Engineering,,,
1236,TL847,Manufacturing Engineering,,,
1237,TL848,Agricultural Science,,,
1238,TL851,Wildlife Biology (Degree Award options),,,
1239,TL855,Pharmaceutical Science (Degree Award options),,,
1240,TL858,Veterinary Bioscience,,,
1241,TL871,Health and Leisure (Degree Award options),,,
1242,TL872,Health and Leisure with Massage,,,
1243,TL873,Coaching and Sports Performance,,,
1244,TL874,Inclusive Sport and Physical Activity,,,
1245,TL880,Early Childhood Care and Education,,,
1246,TL881,Social Care,,,
1247,TL889,Counselling with Addiction - Mature applicants onl,,,
1248,TL890,General Nursing and Mature Applicants,,,
1249,TL891,Mental Health Nursing and Mature Applicants,,,
1250,TR002,Music,,,
1251,TR003,History,,,
1252,TR004,Law,,,
1253,TR005,Philosophy,,,
1254,TR006,Psychology,,,
1255,TR007,Clinical Speech and Language Studies,,,
1256,TR009,Music Education,,,
1257,TR012,History and Political Science,,,
1258,TR015,"Philosophy, Political Science, Economics and Sociology",,,
1259,TR016,Deaf Studies,,,
1260,TR017,Law and Business,,,
1261,TR018,Law and French,,,
1262,TR019,Law and German,,,
1263,TR020,Law and Political Science,,,
1264,TR021,"Classics, Ancient History and Archaeology",,,
1265,TR022,Early and Modern Irish,,,
1266,TR023,English Studies,,,
1267,TR024,European Studies,,,
1268,TR025,Drama and Theatre Studies,,,
1269,TR028,Ancient and Medieval History and Culture,,,
1270,TR029,Political Science and Geography,,,
1271,TR031,Mathematics,,,
1272,TR032,Engineering,,,
1273,TR033,Computer Science,,,
1274,TR034,Management Science and Information Systems Studies,,,
1275,TR035,Theoretical Physics,,,
1276,TR038,Engineering with Management,,,
1277,TR039,Computer Science and Language,,,
1278,TR040,Middle Eastern and European Languages and Cultures,,,
1279,TR041,Religion,,,
1280,TR042,Film,,,
1281,TR043,History of Art and Architecture,,,
1282,TR051,Medicine (HPAT required),,,
1283,TR052,Dental Science,,,
1284,TR053,Physiotherapy,,,
1285,TR054,Occupational Therapy,,,
1286,TR055,Radiation Therapy,,,
1287,TR056,Human Health and Disease,,,
1288,TR060,Biological and Biomedical Sciences,,,
1289,TR061,Chemical Sciences,,,
1290,TR062,Geography and Geoscience,,,
1291,TR063,Physical Sciences,,,
1292,TR064,Environmental Science and Engineering,,,
1293,TR072,Pharmacy,,,
1294,TR080,Global Business,,,
1295,TR081,"Business, Economic and Social Studies (BESS)",,,
1296,TR082,Computer Science and Business,,,
1297,TR083,Sociology and Social Policy,,,
1298,TR084,Social Studies (Social Work),,,
1299,TR085,Business Studies and French,,,
1300,TR086,Business Studies and German,,,
1301,TR087,Business Studies and Russian,,,
1302,TR089,Business Studies and Polish,,,
1303,TR090,Business Studies and Spanish,,,
1304,TR091,General Nursing (Meath and St James`s),,,
1305,TR093,General Nursing (Adelaide School of Nursing),,,
1306,TR095,Mental Health Nursing,,,
1307,TR097,Intellectual Disability Nursing,,,
1308,TR111,Ancient History and Archaeology/Geography,,,
1309,TR112,Ancient History and Archaeology/History,,,
1310,TR113,Ancient History and Archaeology/History of Art and Architecture,,,
1311,TR114,Ancient History and Archaeology/Modern Language,,,
1312,TR117,Ancient History and Archaeology/Religion,,,
1313,TR166,Classical Civilisation/English Literature,,,
1314,TR173,Classical Civilisation/History of Art and Architecture,,,
1315,TR177,Classical Civilisation/Modern Language,,,
1316,TR179,Classical Civilisation/Philosophy,,,
1317,TR198,Economics/Geography,,,
1318,TR202,Economics/History,,,
1319,TR207,Economics/Mathematics,,,
1320,TR208,Economics/Modern Language,,,
1321,TR209,Economics/Philosophy,,,
1322,TR212,Economics/Sociology,,,
1323,TR228,Classical Languages/English Literature,,,
1324,TR231,Classical Languages/History of Art and Architecture,,,
1325,TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,
1326,TR239,Classical Languages/Modern Language,,,
1327,TR262,English Literature/History,,,
1328,TR263,English Literature/History of Art and Architecture,,,
1329,TR269,English Literature/Philosophy,,,
1330,TR272,English Literature/Sociology,,,
1331,TR276,English Literature/Drama Studies,,,
1332,TR277,English Literature/Modern Language,,,
1333,TR311,Film/Drama Studies,,,
1334,TR312,Film/English Literature,,,
1335,TR320,Film/Music,,,
1336,TR322,Geography/History,,,
1337,TR323,Drama Studies/Modern Language,,,
1338,TR324,Film/Modern Language,,,
1339,TR325,Film/History,,,
1340,TR326,Geography/Modern Language,,,
1341,TR332,Geography/Sociology,,,
1342,TR443,History/History of Art and Architecture,,,
1343,TR447,History/Modern Language,,,
1344,TR449,History/Philosophy,,,
1345,TR452,History/Sociology,,,
1346,TR454,History/Religion,,,
1347,TR455,History of Art and Architecture/Modern Language,,,
1348,TR479,History of Art and Architecture/Philosophy,,,
1349,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,
1350,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,
1351,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,
1352,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,
1353,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,
1354,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,
1355,TR597,Mathematics/Modern Language,,,
1356,TR598,Mathematics/Music,,,
1357,TR599,Mathematics/Philosophy,,,
1358,TR629,Music/Philosophy,,,
1359,TR635,Music/Drama Studies,,,
1360,TR636,Music/Modern Language,,,
1361,TR638,Music/Religion,,,
1362,TR639,Philosophy/Modern Language,,,
1363,TR662,Philosophy/Sociology,,,
1364,TR663,Religion/Classical Civilisation,,,
1365,TR664,Religion/English Literature,,,
1366,TR665,Religion/History of Art and Architecture,,,
1367,TR666,Religion/Modern Language,,,
1368,TR667,French/Modern Language,,,
1369,TR668,German/Modern Language,,,
1370,TR669,Irish/Modern Language,,,
1371,TR670,Italian/Modern Language,,,
1372,TR671,Russian/Modern Language,,,
1373,TR672,Spanish/Modern Language,,,
1374,TR755,Sociology/Drama Studies,,,
1375,TR756,Sociology/Modern Language,,,
1376,TR801,Dental Nursing,,,
1377,TR802,Dental Hygiene,,,
1378,TR803,Dental Technology,,,
1379,TR911,Children`s and General Nursing (Integrated),,,
1380,TR913,Midwifery,,,
1381,TU601,Electronic Engineering,,,
1382,TU602,Computer Engineering,,,
1383,TU603,Mechanical Engineering,,,
1384,TU641,Bar and Restaurant Management,,,
1385,TU642,Culinary Arts,,,
1386,TU643,Culinary Arts (Professional Cookery Practic,,,
1387,TU644,Food Management and Entrepreneurship,,,
1388,TU645,Food Science and Management,,,
1389,TU651,Applied Biology,,,
1390,TU652,Computing,,,
1391,TU653,Computing (Information Technology),,,
1392,TU654,Pharmacy Technician Studies,,,
1393,TU655,Computing (Networking Technologies) Learn and Work,,,
1394,TU671,Business,,,
1395,TU672,Business (Common entry),,,
1396,TU673,Business Management,,,
1397,TU674,Business Studies,,,
1398,TU675,Marketing,,,
1399,TU676,Retail Management and Marketing,,,
1400,TU701,Automation Engineering,,,
1401,TU702,Biomedical Design,,,
1402,TU703,Building Engineering,,,
1403,TU704,Civil Engineering,,,
1404,TU705,Electrical and Control Engineering,,,
1405,TU706,Electrical Services Engineering,,,
1406,TU707,Electronic Engineering,,,
1407,TU708,Engineering (Common Entry with Award options),,,
1408,TU709,Engineering (General Entry),,,
1409,TU710,Engineering Reliability Management,,,
1410,TU711,Mechatronic Engineering,,,
1411,TU712,Sustainable Energy and Environmental Engineering,,,
1412,TU713,Computer Engineering,,,
1413,TU714,Electronics and Communications Engineering,,,
1414,TU715,Engineering Software,,,
1415,TU716,Networking Technology,,,
1416,TU717,Mechanical Engineering,,,
1417,TU718,Mechanical Engineering,,,
1418,TU719,"Design,Technology and Innovation",,,
1419,TU720,Automotive Management and Technology,,,
1420,TU721,Aviation Technology,,,
1421,TU722,Process Instrumentation and Automation Learn and Work,,,
1422,TU731,"Auctioneering, Valuation and Estate Agency",,,
1423,TU732,Timber Product Technology,,,
1424,TU735,Sports Management and Coaching,,,
1425,TU736,Sports Science and Health,,,
1426,TU741,Baking and Pastry Arts Management,,,
1427,TU742,Culinary Arts,,,
1428,TU745,Hospitality Management,,,
1429,TU746,International Hospitality and Tourism Management,,,
1430,TU747,Tourism Management,,,
1431,TU751,Biosciences,,,
1432,TU752,DNA and Forensic Analysis,,,
1433,TU754,Industrial and Environmental Physics,,,
1434,TU755,Science (General Entry),,,
1435,TU756,Computing,,,
1436,TU757,Computing (Information Technology),,,
1437,TU758,Digital Forensics and Cyber Security,,,
1438,TU759,Information Technology Management,,,
1439,TU760,Bioanalysis,,,
1440,TU761,Ophthalmic Dispensing,,,
1441,TU762,Medicinal Chemistry and Pharmaceutical Sciences,,,
1442,TU763,Pharmaceutical Science,,,
1443,TU771,Business,,,
1444,TU772,Business (Common Entry with Award options),,,
1445,TU774,Management,,,
1446,TU775,Accounting and Finance,,,
1447,TU776,Accounting and Finance,,,
1448,TU777,Business and Information Technology,,,
1449,TU778,International Business,,,
1450,TU779,International Business,,,
1451,TU780,Advertising and Marketing Communications,,,
1452,TU781,Digital Marketing,,,
1453,TU782,Digital Marketing,,,
1454,TU783,Marketing,,,
1455,TU791,Applied Social Studies in Social Care,,,
1456,TU792,Community and Youth Development,,,
1457,TU793,Early Childhood Care and Education,,,
1458,TU794,Early Childhood Care and Education,,,
1459,TU795,Visual Merchandising and Display,,,
1460,TU796,Creative Digital Media,,,
1461,TU801,Sustainable Energy Engineering,,,
1462,TU802,Electrical Services and Energy Management,,,
1463,TU803,Electronic Engineering,,,
1464,TU804,Engineering (Common Entry with Award options),,,
1465,TU805,Engineering (General Entry),,,
1466,TU806,Sustainable Energy Engineering,,,
1467,TU807,Computer Engineering in Mobile Systems,,,
1468,TU808,Engineering Software,,,
1469,TU809,Mechanical Engineering,,,
1470,TU810,Mechatronic Engineering,,,
1471,TU811,Product Design,,,
1472,TU812,Design Technology and Innovation,,,
1473,TU813,Automation Engineering,,,
1474,TU814,Transport Operations and Technology,,,
1475,TU828,Mechanical Engineering (General Entry),,,
1476,TU829,Electronic Engineering (General Entry),,,
1477,TU831,Architectural Technology,,,
1478,TU832,Architecture (Suitability Test and Interview),,,
1479,TU833,Construction Management,,,
1480,TU834,Geographic Science,,,
1481,TU835,Planning and Environmental Management,,,
1482,TU836,Property Economics (Valuation Surveying),,,
1483,TU837,Quantity Surveying and Construction Economics,,,
1484,TU838,Sustainable Timber Technology,,,
1485,TU851,Analytical Chemistry (Environmental  Forensic and,,,
1486,TU852,Chemical Sciences with Medicinal Chemistry,,,
1487,TU854,Science (General Entry),,,
1488,TU855,Science with Nanotechnology,,,
1489,TU856,Computer Science,,,
1490,TU857,Computer Science (Infrastructur,,,
1491,TU858,Computer Science (International),,,
1492,TU859,Computing,,,
1493,TU860,Computing (Information Technology),,,
1494,TU861,Computing with Language (French/German/Spanish),,,
1495,TU862,Computing with Data Analytics,,,
1496,TU863,Digital Forensics and Cyber Security,,,
1497,TU864,DNA and Forensic Analysis,,,
1498,TU865,Cloud Computing,,,
1499,TU866,Biomedical and Molecular Diagnostics,,,
1500,TU867,Biomedical Science,,,
1501,TU868,Clinical Measurement Science,,,
1502,TU869,Environmental Health,,,
1503,TU870,Human Nutrition and Dietetics,,,
1504,TU871,Optometry,,,
1505,TU872,Public Health Nutrition,,,
1506,TU873,Industrial Mathematics,,,
1507,TU874,Mathematical Sciences,,,
1508,TU875,Pharmaceutical Healthcare,,,
1509,TU876,Pharmaceutical Science,,,
1510,TU877,Physics Technology,,,
1511,TU878,Physics with Energy and Environment,,,
1512,TU879,Physics with Medical Physics and Bioengineering,,,
1513,TU880,Physics with Data Science,,,
1514,TU881,Food Innovation,,,
1515,TU882,Nutraceuticals in Health and Nutrition,,,
1516,TU901,Business,,,
1517,TU902,Business (Common Entry with Award options),,,
1518,TU903,Business and Management,,,
1519,TU904,Business and Law,,,
1520,TU905,Economics and Finance,,,
1521,TU906,Human Resource Management,,,
1522,TU907,Logistics and Supply Chain Management,,,
1523,TU908,Management,,,
1524,TU909,Accounting and Finance,,,
1525,TU910,Accounting,,,
1526,TU911,Accounting and Finance,,,
1527,TU912,Business Analytics,,,
1528,TU913,Business and Information Technology,,,
1529,TU914,Business Computing,,,
1530,TU915,International Business,,,
1531,TU916,International Business,,,
1532,TU917,Law (LLB ) with a Language,,,
1533,TU918,Law (LLB),,,
1534,TU919,Advertising and Marketing Communications,,,
1535,TU920,Digital Marketing,,,
1536,TU921,Digital Marketing Technologies,,,
1537,TU922,Marketing,,,
1538,TU923,Marketing Management,,,
1539,TU924,E-Commerce in Retailing,,,
1540,TU925,Retail and Services Management,,,
1541,TU932,Business (options),,,
1542,TU933,Accounting and Finance (campus options),,,
1543,TU935,Sports Management and Coaching,,,
1544,TU936,Sports Science and Health,,,
1545,TU941,Botanical Cuisine,,,
1546,TU942,Culinary Arts,,,
1547,TU943,Culinary Entrepreneurship,,,
1548,TU944,Culinary Science,,,
1549,TU951,International Hospitality and Tourism Management,,,
1550,TU952,International Hospitality Management,,,
1551,TU953,Tourism and Digital Marketing,,,
1552,TU954,Event Management,,,
1553,TU955,Sports and Leisure Management,,,
1554,TU961,Commercial Modern Music (BIMM - assessment/auditio,,,
1555,TU962,Drama (Performance  audition),,,
1556,TU963,Music (audition),,,
1557,TU965,International Business and Languages,,,
1558,TU966,Languages and English Studies,,,
1559,TU967,Languages and International Tourism,,,
1560,TU971,Contemporary Visual Culture,,,
1561,TU972,Creative and Cultural Industries,,,
1562,TU973,Design - Visual Communication (portfolio),,,
1563,TU974,Fine Art (portfolio),,,
1564,TU975,Interior Design (portfolio),,,
1565,TU976,Photography (portfolio),,,
1566,TU978,Creative Industries and Visual Culture,,,
1567,TU981,Creative Digital Media,,,
1568,TU982,Creative Digital Media,,,
1569,TU983,Film and Broadcasting,,,
1570,TU984,Game Design,,,
1571,TU985,Journalism,,,
1572,TU986,Print Media Technology and Management,,,
1573,TU989,Early Childhood Care and Education (campus options,,,
1574,TU991,Applied Social Studies in Social Care,,,
1575,TU992,Community Development and Youth Work,,,
1576,TU993,Early Childhood Care and Education,,,
1577,TU994,Early Childhood Care and Education,,,
1578,TU995,Early Childhood Education,,,
1579,TU996,Social Care,,,
1580,TU997,Applied Social Care,,,
1581,WD001,Applied Computing (options),,,
1582,WD002,Science (options),,,
1583,WD003,Business,,,
1584,WD005,Health Sciences (options),,,
1585,WD006,Exercise Sciences (options),,,
1586,WD007,Engineering (options),,,
1587,WD010,Electronic Engineering,,,
1588,WD011,Mechanical Engineering,,,
1589,WD013,Legal Studies,,,
1590,WD018,Applied Social Care,,,
1591,WD019,Recreation and Sport Management,,,
1592,WD025,Construction Management and Engineering,,,
1593,WD027,Music,,,
1594,WD048,Business (options),,,
1595,WD076,Forestry,,,
1596,WD084,Accounting,,,
1597,WD091,Hospitality Management,,,
1598,WD094,Architectural Technology,,,
1599,WD096,Horticulture (Waterford - Kildalton),,,
1600,WD097,Horticulture (Dublin - National Botanic Gardens),,,
1601,WD116,General Nursing,,,
1602,WD117,Psychiatric Nursing,,,
1603,WD120,Intellectual Disability Nursing,,,
1604,WD126,Agriculture,,,
1605,WD134,International Business,,,
1606,WD137,Design (Visual Communications),,,
1607,WD139,Civil Engineering,,,
1608,WD140,Laws,,,
1609,WD144,Architecture,,,
1610,WD147,Pharmaceutical Science,,,
1611,WD148,Tourism Marketing,,,
1612,WD149,Early Childhood Studies,,,
1613,WD150,Criminal Justice Studies,,,
1614,WD151,Software Systems Development,,,
1615,WD152,Visual Art,,,
1616,WD153,Multimedia Applications Development,,,
1617,WD155,Information Technology,,,
1618,WD159,Business,,,
1619,WD161,Computer Forensics and Security,,,
1620,WD162,Quantity Surveying,,,
1621,WD163,Psychology,,,
1622,WD164,Food Science with Business,,,
1623,WD172,Culinary Arts,,,
1624,WD173,Hospitality Studies,,,
1625,WD174,Tourism,,,
1626,WD175,Pharmaceutical Science,,,
1627,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",,,
1628,WD182,Electrical Engineering,,,
1629,WD184,Retail Management,,,
1630,WD186,Sports Coaching and Performance,,,
1631,WD187,Social Science,,,
1632,WD188,Applied Health Care,,,
1633,WD191,Agricultural Science,,,
1634,WD192,Social Care Practice,,,
1635,WD193,Marketing and Digital Media,,,
1636,WD194,Culinary Arts,,,
1637,WD195,Architectural and Building Information Modelling T,,,
1638,WD200,Arts (options),,,
1639,WD205,Molecular Biology with Biopharmaceutical Science,,,
1640,WD206,Electronic Engineering,,,
1641,WD207,Mechanical Engineering,,,
1642,WD208,Manufacturing Engineering,,,
1643,WD210,Software Systems Development,,,
1644,WD211,Creative Computing,,,
1645,WD212,Recreation and Sport Management,,,
1646,WD230,Mechanical and Manufacturing Engineering,,,
1647,WD231,Early Childhood Care and Education,,,
1648,WD232,Business Information Systems,,,
